Method,Name,Error,Occurrences 
POST,/transliterate/gu-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_cf49bb16-c5be-4c95-ac2d-73dade892db5""}}')",1
POST,/transliterate/te-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_45743963-87d9-42ae-9a48-d657ae7c659e""}}')",1
POST,/transliterate/mr-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_ccc2ace8-ccd3-4c29-9bfb-6747d112cab3""}}')",1
POST,/transliterate/pa-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_5f0d3c9a-b516-4cf9-861d-8e280a166745""}}')",1
POST,/transliterate/mr-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_c119df11-dab3-4a5d-8fd7-2990d8d54923""}}')",1
POST,/transliterate/gu-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_ee14c6dc-8e1a-4190-8d98-12bf75f22ea5""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_f2355673-411f-4e06-9835-ed55c992de71""}}')",1
POST,/transliterate/te-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_b814d35b-58f1-4dab-855b-edfc0ee2b0d9""}}')",1
POST,/transliterate/mr-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_536c79dc-679f-413d-9d26-bed09d888dae""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_0ffb2aa6-3ca8-4a16-949e-af6f6a32b481""}}')",1
POST,/transliterate/ta-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_3da56d7f-979a-44a2-8eb0-98497d4b9d60""}}')",1
POST,/transliterate/mr-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_94e91942-c269-4ab9-97b4-f2ad6e05fe60""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_9c845bb2-c88f-4ba9-a460-81220ad0a751""}}')",1
POST,/transliterate/te-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_c062ce9f-31c7-4843-9d7a-61fdedf5d393""}}')",1
POST,/transliterate/gu-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_ac9adaf1-d99c-4c97-bc1a-f4e7d8a4d6e7""}}')",1
POST,/transliterate/ta-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_449b0d75-3d72-4a8b-be61-046693f9706f""}}')",1
POST,/transliterate/bn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_4b6859c7-9e05-4761-a30a-9e5e36eaa414""}}')",1
POST,/transliterate/pa-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_050ec92d-c479-4ece-bd3e-256a42dd9a2b""}}')",1
POST,/transliterate/mr-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_a0cb522e-a248-4966-a951-3932e6c45d66""}}')",1
POST,/transliterate/ta-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_3f710f08-6a6b-4cd3-a2b9-da37cd3c2380""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_a9a32312-df58-4306-8aeb-d3e5b02ba939""}}')",1
POST,/transliterate/ta-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_d8685417-5e82-4329-8561-d37787133595""}}')",1
POST,/transliterate/mr-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_6dc77728-9080-4922-9996-db7625c27f03""}}')",1
POST,/transliterate/ta-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_c78534a3-376c-44c9-8131-236842200b64""}}')",1
POST,/transliterate/pa-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_f6d57baf-9bc2-4fda-b288-0f4db9d50717""}}')",1
POST,/transliterate/ta-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_bd798a56-7ff5-45ad-af29-26a235e75d83""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_e04ade15-e68f-4de0-9580-923d9921207b""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_cebfa6da-db57-4fa4-9c29-49cd0071a5c1""}}')",1
POST,/transliterate/ta-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_8b8005a0-e72f-448c-8ebd-3adbc3a95169""}}')",1
POST,/transliterate/ta-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_deb0839e-cbcf-4714-a555-dadfb9627c14""}}')",1
POST,/transliterate/ta-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_fb1a7cb3-4fdb-469a-981e-5b92ba9d95aa""}}')",1
POST,/transliterate/te-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_a8374af3-6d04-42e1-9200-f56218097ee2""}}')",1
POST,/transliterate/te-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_c94b45a0-79f6-4e86-a06c-9ad4d0926422""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_3f3c4fd5-58c8-4fa5-9c26-6fff8af356f1""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_19426512-559f-4e08-8171-416706449665""}}')",1
POST,/transliterate/mr-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_a7ac02c3-62bb-4dcd-b771-9e397b921a01""}}')",1
POST,/transliterate/te-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_1a493584-442a-46d5-9e31-e30a3d26de67""}}')",1
POST,/transliterate/pa-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_a415cdaa-9d16-4e86-a84c-f6c08f00ae89""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_a24c5f72-8435-4873-bd6a-45ad426bb930""}}')",1
POST,/transliterate/pa-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_8a6b5fe1-78f9-46bf-b90c-b727f3c76d6e""}}')",1
POST,/transliterate/ta-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_1b51ee37-532a-4c16-b43b-113cc4865e43""}}')",1
POST,/transliterate/te-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_3b4e56ad-c995-4ccd-99aa-1299883c926f""}}')",1
POST,/transliterate/pa-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_9ea5e8d3-f7cf-4b07-833d-9e405ee49c12""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_8022ae71-8604-404f-a2ba-abee2e1f31f2""}}')",1
POST,/transliterate/te-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_7f20c275-c119-4e7f-b0fb-40ab178a88d7""}}')",1
POST,/transliterate/te-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_d9ca0dff-00dd-4424-9f65-3a838e5edd13""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_936b7c3f-2455-40fe-a5dc-2a3e98e53f7c""}}')",1
POST,/transliterate/mr-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_d24f71a9-c288-476c-bb7e-38d6489b7cbf""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_18789be6-35ed-4c3c-8ca7-9dd26922fca5""}}')",1
POST,/transliterate/mr-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_5a1beb1e-3716-4eba-8f72-8ca68be81024""}}')",1
POST,/transliterate/pa-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_2223c405-42d0-4c69-82d5-f286e67387c6""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_fe1e0816-c168-4957-8c36-e8ed11ddf0cd""}}')",1
POST,/transliterate/hi-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_a928b446-ae84-40e9-a7bb-302294d7c538""}}')",1
POST,/transliterate/hi-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_63ff5768-80b9-4296-862e-5341423409b2""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_1a312976-0f7a-4835-8ac5-26fb9afb8684""}}')",1
POST,/transliterate/te-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_dab58688-17aa-4429-be3b-a2fada5f7740""}}')",1
POST,/transliterate/gu-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_13666f3c-9977-45b0-8479-e5e3faf719ad""}}')",1
POST,/transliterate/pa-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_900853a9-b67f-4012-86d9-46ab88242ff8""}}')",1
POST,/transliterate/pa-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_2f473ba4-b8ad-421e-9184-72e00d14309f""}}')",1
POST,/transliterate/hi-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_31f73ee2-fa55-4ead-95cf-90cb2ee25978""}}')",1
POST,/transliterate/mr-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_c957d02b-970a-46c9-a10d-94b4c081cb7d""}}')",1
POST,/transliterate/hi-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_673a22f4-4f63-4122-9558-34e29b151c14""}}')",1
POST,/transliterate/te-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_1530e60f-3746-4cca-8c7e-63e04e65a79e""}}')",1
POST,/transliterate/pa-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_fbe5d561-6e62-4798-bf47-dc96df3eb1a1""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_70c3e1ae-a3b7-4ebd-ab8c-be56779c7fd1""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_0f7ea4ae-7b02-46be-b954-9fee029d299b""}}')",1
POST,/transliterate/te-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_3abe9849-895b-498f-aa09-3bbadf62a2dd""}}')",1
POST,/transliterate/ta-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_3aa67b8b-6a3d-4c71-a758-369564a01a97""}}')",1
POST,/transliterate/pa-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_2fa70220-bf07-4d8f-8fd1-d259ccfb9b54""}}')",1
POST,/transliterate/pa-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_433194b2-533c-4a14-bd38-e2b619a6dde6""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_33532197-76b5-45f0-9e56-c4f7bc75b5c9""}}')",1
POST,/transliterate/gu-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_34066aa7-afa2-473f-a5e8-b2e1cd0dbb2f""}}')",1
POST,/transliterate/te-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_d5b1d22d-0fde-41f7-a95c-90ba78595832""}}')",1
POST,/transliterate/ta-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_eaf4b3f3-3c85-4699-aedb-84ab762f7cd2""}}')",1
POST,/transliterate/hi-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_3bd9b87c-bf39-4a08-8a2f-4588ce6b6a54""}}')",1
POST,/transliterate/ta-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_991f7a93-180a-4544-9036-16b0c9cf9ded""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_aa3a8cf4-89c5-42be-baba-3c3c04569978""}}')",1
POST,/transliterate/mr-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_2928e163-5b56-49b0-9b19-24e2fd38dba0""}}')",1
POST,/transliterate/hi-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_95587df7-4cbc-47a6-804d-97c4d8a03237""}}')",1
POST,/transliterate/bn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_11551e56-ec0f-447f-a2fb-86ba5f720fd0""}}')",1
POST,/transliterate/gu-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_241d2b6c-9d32-4a72-beda-0251d2b35498""}}')",1
POST,/transliterate/te-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_54eaab07-d16d-4379-9fb6-543388c38beb""}}')",1
POST,/transliterate/mr-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_dcf2e2f7-9acb-460e-b392-bab684de519f""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_a38424b4-a463-467a-9131-acd3efd7ffef""}}')",1
POST,/transliterate/pa-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_bb53c294-72c3-4548-a245-69ae8a0eb811""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_623001c4-a197-49bd-a092-e0236e7bfb74""}}')",1
POST,/transliterate/mr-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_0786e2a8-24e1-47ac-92c2-72bd710b599b""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_da5bbe9f-cbb6-4965-aee9-a105d8b5d496""}}')",1
POST,/transliterate/ta-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_bad8e66b-6ecb-4017-80c2-ede3049ffb80""}}')",1
POST,/transliterate/hi-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_e89ec4b2-cf0c-4a66-b400-cc9186daa2a6""}}')",1
POST,/transliterate/te-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_f1f03701-54f0-4141-b0e7-bc8f7395c438""}}')",1
POST,/transliterate/ta-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_0314ba31-7e4b-45ba-90e8-7ddbbb9c5389""}}')",1
POST,/transliterate/mr-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_c4919117-75bc-4043-b12d-6e2ec44f8747""}}')",1
POST,/transliterate/gu-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_06918f16-af41-4172-abbb-69bf7d4c39e1""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_2987c857-90d6-4b85-857c-8dcf30b5909e""}}')",1
POST,/transliterate/ta-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_fbfc9c69-0f45-469b-b7b7-6a75ba320c2b""}}')",1
POST,/transliterate/bn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_51127b00-7bc2-4fd2-9cab-b9745a83d2fe""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_df7d67bb-7bc5-4ebe-b899-f11e7fb45918""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_70c43244-b67c-4533-bb68-345fd83dc1d3""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_4bdd05b7-7517-4c62-b0c0-1566bb669d8f""}}')",1
POST,/transliterate/te-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_de1a3f38-5952-43a3-af09-793932bc6254""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_eaa7d278-eee0-4a0d-8926-2ec9435ec6fb""}}')",1
POST,/transliterate/hi-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_7490de36-ca62-4d0c-a644-2d35b4558432""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_c7b5e31f-c38b-4a30-b93c-84bc54c8ebf5""}}')",1
POST,/transliterate/gu-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_9dc8d871-26ba-47bb-a02c-8df892bc9a93""}}')",1
POST,/transliterate/pa-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_eb83fbe0-ae43-4fb0-b3d3-c72ef0c1503f""}}')",1
POST,/transliterate/ta-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_0000b0f3-3b4d-41b5-b8b2-527ed1b818c4""}}')",1
POST,/transliterate/te-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_b021d356-82f7-403b-8279-4800cffe052e""}}')",1
POST,/transliterate/bn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_2465fc11-c79b-4c24-981e-f4bd5f0b5b5e""}}')",1
POST,/transliterate/ta-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_4a6ed551-6da6-44cf-9939-c1f5dc1ba8b2""}}')",1
POST,/transliterate/mr-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_4cf79f66-5cd8-436a-9700-5c14e5a3d598""}}')",1
POST,/transliterate/bn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_abfd80ea-f0ff-4c1d-acdf-9cd760276049""}}')",1
POST,/transliterate/gu-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_bd3b15da-204c-45ff-824e-f20ab0b8ec32""}}')",1
POST,/transliterate/hi-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_cc11a7dd-a8cb-4098-803e-e28b9e2b4b05""}}')",1
POST,/transliterate/bn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_76ca6718-3b27-4f5f-a7b4-8b223f718b95""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_6d951f18-243f-457d-af0c-90b3c28f2ccc""}}')",1
POST,/transliterate/kn-IN,"CatchResponseError('Status code 429 - Response: {""error"":{""message"":""Rate limit exceeded"",""code"":""rate_limit_exceeded_error"",""request_id"":""20250606_8f768917-11ee-4a05-87a0-6d11cfdf9160""}}')",1
